dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;cross-validation;0.990751136059877;1.0;0.9823984526112186;0.9910010111223458;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.9513231756214916;0.9761399787910923;0.9450191652319312;0.9602467476737729;0.9761688311688312;0.023831168831168825;0.02386002120890774
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.6636298292902068;0.7204547365904451;0.7592758939800992;0.7385271544899397;0.5055282555282555;0.4944717444717444;0.2795452634095549
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;cross-validation;0.6938724168912848;0.733825815890955;0.7977128900197117;0.7632584775934038;0.5174474474474474;0.4825525525525526;0.2661741841090451
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;cross-validation;0.6882120395327942;0.731326165273083;0.7868176682373152;0.7574637221424776;0.5165915915915915;0.48340840840840843;0.2686738347269169
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;holdout;0.951048951048951;0.9342105263157895;0.9726027397260274;0.9530201342281879;0.9285714285714286;0.0714285714285714;0.06578947368421052
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;holdout;0.6781609195402298;0.7610619469026548;0.7478260869565218;0.7543859649122807;0.5423728813559322;0.4576271186440678;0.23893805309734514
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.6609195402298851;0.75;0.7304347826086957;0.7400881057268722;0.5254237288135594;0.47457627118644063;0.25
New York bus(lines=2);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;holdout;0.9826086956521739;1.0;0.96875;0.9841269841269841;1.0;0.0;0.0
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;holdout;0.9130434782608695;0.9354838709677419;0.90625;0.9206349206349206;0.9215686274509803;0.07843137254901966;0.06451612903225806
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;cross-validation;0.6900988319856245;0.737762841292253;0.7713469051597432;0.7528665677302298;0.5425484575484575;0.45745154245154246;0.26223715870774694
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.9217391304347826;0.9824561403508771;0.875;0.9256198347107438;0.9803921568627451;0.019607843137254943;0.017543859649122806
New York bus(lines=2);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;cross-validation;0.9684425392937334;0.9887122416534181;0.9518432148665019;0.9692596701178792;0.988562091503268;0.01143790849673203;0.011287758346581876
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;cross-validation;0.9466987436514301;0.9716113129216397;0.9404737106864767;0.955554669057838;0.9711688311688311;0.02883116883116883;0.028388687078360147
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;cross-validation;0.9712594407021842;0.9887122416534181;0.9571063727612389;0.9719984088566178;0.988562091503268;0.01143790849673203;0.011287758346581876
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;cross-validation;0.8905082669932639;0.9294867594867595;0.9104481088731997;0.9184577434577434;0.9159211155242835;0.08407888447571643;0.07051324051324051
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;cross-validation;0.990751136059877;1.0;0.9823984526112186;0.9910010111223458;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT_DISTANCE;H_MSM_TemporalDurationClassifierTest;holdout;0.6436781609195402;0.7154471544715447;0.7652173913043478;0.7394957983193279;0.4067796610169492;0.5932203389830508;0.2845528455284553
New York bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;cross-validation;0.9307613798734435;0.9590277777777778;0.8873378328217472;0.921179423361757;0.9586654016445287;0.04133459835547124;0.04097222222222222
San Francisco cab (Airport <-> Mall);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;holdout;0.7126436781609196;0.782608695652174;0.782608695652174;0.782608695652174;0.576271186440678;0.423728813559322;0.21739130434782608
New York bus(lines=2);STOP_TRAFFIC_LIGHT_DISTANCE;SMSMTemporalDurationClassifierTest;holdout;0.991304347826087;1.0;0.984375;0.9921259842519685;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;SMSMTemporalDurationClassifierTest;holdout;0.993006993006993;1.0;0.9863013698630136;0.993103448275862;1.0;0.0;0.0
Dublin bus(lines=2);STOP_TRAFFIC_LIGHT;H_MSM_TemporalDurationClassifierTest;holdout;0.958041958041958;0.9466666666666667;0.9726027397260274;0.9594594594594594;0.9428571428571428;0.05714285714285716;0.05333333333333334
