measure;dataset;0%;10,00%;20,00%;30,00%;40,00%;50,00%;60,00%;70,00%;80,00%;90,00%;100,00%
EDRClassifierTest;"Geolife University ";10;0.781140350877193,0.6401344269765322,0.6271555929450666,0.611210949375973,0.6063374323091576,0.5954333173467321,0.5894622725760796,0.5371653545858059,0.517561134708959,0.41425789235360355
LCSSClassifierTest;"Geolife University ";10;0.7456140350877193,0.5476190476190477,0.5400394926710717,0.5674965385491701,0.5346296589004753,0.536942369000856,0.533604774125068,0.5327508319110036,0.5132424806584434,0.519082677374086
SWALEClassifierTest;"Geolife University ";10;0.5298245614035088,0.46608187134502926,0.3262726936549651,0.3210948603619962,0.31215973568914746,0.3293305323118371,0.32643104361821673,0.29286376040482515,0.2837569912421289,0.26526540484335975
DTWaClassifierTest;"Geolife University ";10;1.0,0.9074874686716792,0.7926084149768361,0.7426857134093976,0.7014803629191766,0.6234751215644904,0.572390148191568,0.5655914417818534,0.5606286169444243,0.5388121933104619
H_MSM_StopMove_TemporalDurationClassifierTest;"Geolife University ";10;1.0,0.8197482342219184,0.6682152642678959,0.6137457275492961,0.6209599444101856,0.6291222006635819,0.6107187735549915,0.5991644699112424,0.5140781380920586,0.5238505580688243
H_MSM_StopMove_AngleClassifierTest;"Geolife University ";10;0.6761278195488721,0.5715121136173767,0.5681974458290248,0.5758821300637335,0.563910077963999,0.5661224949565539,0.5596028505546204,0.5502125793409665,0.5403034456228947,0.5433774967177216
H_MSM_StopMove_DistanceClassifierTest;"Geolife University ";10;1.0,0.23603533732275278,0.15855683279662733,0.18470524112379957,0.19806019941336261,0.1958684789331518,0.20057318289477938,0.22264008202663169,0.23575514178316828,0.25109769529930276
MSTPClassifierTest;"Geolife University ";10;1.0,0.6110717971399086,0.34208923117510376,0.3124331113764416,0.2989739500265816,0.2864352911263667,0.28839178935456217,0.2691257432138691,0.26584430772705764,0.2661796918328512
MSMClassifierTest;"Geolife University ";10;1.0,0.7795435558593453,0.6102351341767818,0.503153714150746,0.40915891424608286,0.33744825093153447,0.31855371656886144,0.29505571743090786,0.28559957348362486,0.27124184232757115
CVTIClassifierTest;"Geolife University ";10;1.0,0.6110717971399086,0.34208923117510376,0.3124331113764416,0.2989739500265816,0.2864352911263667,0.28839178935456217,0.2691257432138691,0.26584430772705764,0.2661796918328512
H_MSM_StopMove_EllipsesClassifierTest;"Geolife University ";10;0.8026315789473685,0.7100079744816586,0.6124724690514164,0.5942353929542294,0.6223182031376802,0.6240272804207881,0.6116448070129057,0.5972427893060764,0.5099808839548564,0.5240505902348008
wDFClassifierTest;"Geolife University ";10;1.0,0.9610380116959064,0.8838573706994759,0.8140140883368437,0.6945315389261942,0.6001341380100376,0.5962895695242759,0.5799937557437941,0.5758543487704552,0.5137056586859764
